time,pce
99,786.7012359024543
100,792.6627478546784
101,798.7059162141616
102,804.8315592155075
103,811.0404902514258
104,817.3335349745452
105,823.711553717731
106,830.1754029827437
107,836.725942097477
108,843.3639994751372
109,850.0902984152111
110,856.9054918740356
111,863.8102308624852
112,870.8051637181412
113,877.8909714544151
114,885.0683463974642
115,892.3378878570401
116,899.7001120970377
117,907.1554633924586
118,914.7042840909844
119,922.3468460306991
120,930.0833224073256
121,937.9137254643737
122,945.837945731527
123,953.8558042170858
124,961.9670654857586
125,970.171491218609
126,978.4688180385839
127,986.8586631192467
128,995.3405376778793
129,1003.913850499632
130,1012.5778823803043
131,1021.3318204729907
132,1030.1747220718396
133,1039.1054445835255
134,1048.1227052385377
135,1057.2251700567367
136,1066.4114835376222
137,1075.6803494521535
138,1085.0305296969316
139,1094.460750747172
140,1103.9697571427535
141,1113.556365151248
142,1123.219432818791
143,1132.9578802995084
144,1142.770662629988
145,1152.6566861976576
146,1162.614883280982
147,1172.6443481469726
148,1182.7443532740024
149,1192.9144112106346
150,1203.1542547860986
151,1213.463679252872
152,1223.8425560442017
153,1234.290846309574
154,1244.8085493608132
155,1255.395745828807
156,1266.052535250419
157,1276.7789140325299
158,1287.5748646085965
159,1298.4404961587284
160,1309.3760888325041
161,1320.3822235932953
162,1331.4597513250053
163,1342.6095914914179
164,1353.8327936770856
165,1365.130590347517
166,1376.5043220982948
167,1387.9554700151184
168,1399.485571561446
169,1411.0960380864014
170,1422.7882204684872
171,1434.5635359649978
172,1446.4234251747766
173,1458.3693801355018
174,1470.4029181933997
175,1482.525418680491
176,1494.738147317783
177,1507.0423056341845
178,1519.4389370131764
179,1531.9288804207854
180,1544.51271308889
181,1557.1906237570383
182,1569.9624872885165
183,1582.8280517335472
184,1595.786966185263
185,1608.8388739377706
186,1621.9834302721956
187,1635.2201523704666
188,1648.548514861445
189,1661.968074586186
190,1675.4783576376344
191,1689.0787692538697
192,1702.7684996598691
193,1716.5463001608202
194,1730.4105627804636
195,1744.3595867038186
196,1758.3915086234695
197,1772.5042891952978
198,1786.695763391321
199,1800.9635009866197
200,1815.3049022185846
201,1829.7173924980086
202,1844.1983343007917
203,1858.7449454040416
204,1873.3543294554654
205,1888.0234082754191
206,1902.7490008311843
207,1917.5280466499494
208,1932.357624043313
209,1947.2349875214477
210,1962.1576434666651
211,1977.123298746419
212,1992.1299427926174
213,2007.175977013229
214,2022.2601369685758
215,2037.3813873703045
216,2052.5388640700976
217,2067.731715854738
218,2082.959121915288
219,2098.220451754518
220,2113.515161579166
221,2128.842700831079
222,2144.2025953775496
223,2159.594471844429
224,2175.0181454626836
225,2190.473824208318
226,2205.9620368402616
227,2221.4834351055265
228,2237.038871476796
229,2252.629425148571
230,2268.2563703499864
231,2283.9212858434057
232,2299.6259969768553
233,2315.372440979937
234,2331.162723154457
235,2346.9991588086286
236,2362.8842297481256
237,2378.8205979007453
238,2394.811032218044
239,2410.858243344673
240,2426.9648230018206
241,2443.133162405238
242,2459.365389997612
243,2475.6634059688895
244,2492.0287990539796
245,2508.462747827736
246,2524.9660558053483
247,2541.539184866678
248,2558.182301762992
249,2574.8954068640146
250,2591.678326408633
251,2608.5306305000613
252,2625.451742513768
253,2642.4410446766956
254,2659.497826051041
255,2676.621241477794
256,2693.810275733356
257,2711.063621027551
258,2728.3797013698613
259,2745.7567882407125
260,2763.1928996055435
261,2780.6856963775786
262,2798.2325389697567
263,2815.830511066526
264,2833.476437021088
265,2851.1669778335227
266,2868.8986157191307
267,2886.667578443398
268,2904.4699193331458
269,2922.301598255735
270,2940.158503869421
271,2958.0365378054057
272,2975.9316826125646
273,2993.840045909793
274,3011.7579477636236
275,3029.682005734035
276,3047.6092153471186
277,3065.53704739171
278,3083.4634515397915
279,3101.3867927447204
280,3119.305845671878
281,3137.219743260153
282,3155.1279367203847
283,3173.030208472379
284,3190.9265394780477
285,3208.816927133221
286,3226.701451247079
287,3244.5804160191965
288,3262.454342237216
289,3280.324050481128
290,3298.19067403274
291,3316.0555294926203
292,3333.9202557931253
293,3351.787010195031
294,3369.6583576349726
295,3387.5371417916695
296,3405.426473837988
297,3423.329602273435
298,3441.249927941127
299,3459.191174226596
300,3477.1572760693734
301,3495.1522516499062
302,3513.1802242513886
303,3531.2453452741315
304,3549.351752307475
305,3567.5035997077466
306,3585.704922055417
307,3603.9594421380607
308,3622.2704807829496
309,3640.6408125340263
310,3659.0726674133202
311,3677.5679033234833
312,3696.127982383908
313,3714.753984217465
314,3733.446691990267
315,3752.206574108958
316,3771.0339587593744
317,3789.9293130601395
318,3808.8931300857307
319,3827.9256897169475
320,3847.0270721129905
321,3866.1970364084123
322,3885.435015269913
323,3904.7403487899837
324,3924.11211429135
325,3943.548884977141
326,3963.0488875560086
327,3982.6101359028794
328,4002.230471185065
329,4021.9077715664416
330,4041.6399032194486
331,4061.424471359184
332,4081.2589423489344
333,4101.140752040565
334,4121.067285717736
335,4141.036029778716
336,4161.044591988801
337,4181.090634746043
338,4201.172054378015
339,4221.287193938308
340,4241.434961121888
341,4261.615040928482
342,4281.827861733653
343,4302.074336652863
344,4322.355890721462
345,4342.674424190269
346,4363.032219231952
347,4383.432024675631
348,4403.876847721278
349,4424.369621955106
350,4444.913365521098
351,4465.511453702112
352,4486.167632327356
353,4506.886213967629
354,4527.672054739013
355,4548.53022620147
356,4569.466204841566
357,4590.4861126186925
358,4611.596527029142
359,4632.804371789061
360,4654.116825902387
361,4675.541024609958
362,4697.08412235294
363,4718.753563795517
364,4740.556926848416
365,4762.501811186263
366,4784.595829036194
367,4806.846378652735
368,4829.260616204451
369,4851.845521703222
370,4874.607666601948
371,4897.55296203616
372,4920.68650386835
373,4944.012300181469
374,4967.533318872907
375,4991.251806757226
376,5015.169264272257
377,5039.286509401103
378,5063.603771821593
379,5088.120546423773
380,5112.835837596049
381,5137.748541807418
382,5162.857221692913
383,5188.159756289925
384,5213.653269428048
385,5239.333814721748
386,5265.196407976689
387,5291.235460413345
388,5317.44452191712
389,5343.815986647117
390,5370.341358086536
391,5397.011404203999
392,5423.816339489712
393,5450.7463021283875
394,5477.79128959835
395,5504.9408049339245
396,5532.1841330322995
397,5559.5105475450155
398,5586.909331750725
399,5614.3700875985805
400,5641.882773035207
401,5669.437578715082
402,5697.025297626882
403,5724.637780678322
404,5752.268145262444
405,5779.9111509966315
406,5807.563125577029
407,5835.221425663888
408,5862.88444930859
409,5890.55153337393
410,5918.222784255931
411,5945.899299166339
412,5973.582780826603
413,6001.274933939571
414,6028.977859796488
415,6056.694674758746
416,6084.429692445382
417,6112.18902158202
418,6139.980493149482
419,6167.812862697557
420,6195.696243554772
421,6223.642572579144
422,6251.665165544206
423,6279.778531755432
424,6307.998015252876
425,6336.338912891622
426,6364.816633635877
427,6393.447337397097
428,6422.247480335239
429,6451.233531365105
430,6480.42191755175
431,6509.8284181905965
432,6539.468135723992
433,6569.355731779156
434,6599.504798080423
435,6629.927142942931
436,6660.632445900843
437,6691.627605396648
438,6722.916940303181
439,6754.503193764512
440,6786.387577810097
441,6818.570054234817
442,6851.049613043005
443,6883.823793801378
444,6916.889367154506
445,6950.243358132844
446,6983.882356689
447,7017.801532737425
448,7051.994259966745
449,7086.450982639238
450,7121.159441041697
451,7156.1061775567905
452,7191.275844739766
453,7226.650542778558
454,7262.2104542248135
455,7297.933794407229
456,7333.797375420637
457,7369.77800893653
458,7405.852089774159
459,7441.994580388953
460,7478.17955759504
461,7514.3803594987685
462,7550.569776242941
463,7586.721236664357
464,7622.808855641309
465,7658.807213983612
466,7694.692221837535
467,7730.441772273602
468,7766.036313412155
469,7801.459896712967
470,7836.699743521882
471,7871.74483962647
472,7906.585752449977
473,7941.21394162098
474,7975.621469208061
475,8009.801902260994
476,8043.749285850172
477,8077.456744061489
478,8110.917398740942
479,8144.125457031237
480,8177.076760225359
481,8209.770433852418
482,8242.208436915096
483,8274.39343444879
484,8306.32968266716
485,8338.023767328961
486,8369.483973430266
487,8400.720845974593
488,8431.746619343765
489,8462.573652879315
490,8493.215130284314
491,8523.686194055183
492,8554.003541091082
493,8584.185617355279
494,8614.252216474708
495,8644.222792042327
496,8674.116276048067
497,8703.950951855932
498,8733.743658519243
499,8763.5097620132
500,8793.262394221227
501,8823.0112113073
502,8852.762972058248
503,8882.522693615741
504,8912.293992471683
505,8942.08021379121
506,8971.88455104685
507,9001.708953243688
508,9031.55528983634
509,9061.426709845067
510,9091.326915889771
511,9121.259579267338
512,9151.227934782732
513,9181.233310244323
514,9211.275648892462
515,9241.35533842511
516,9271.472406718849
517,9301.625873393787
518,9331.814084512504
519,9362.033911012859
520,9392.280890831014
521,9422.550072710608
522,9452.835369538809
523,9483.128862279062
524,9513.420870404572
525,9543.699594568408
526,9573.95158706681
527,9604.163162399784
528,9634.320849246253
529,9664.41210347074
530,9694.425627123826
531,9724.350617552018
532,9754.177495760594
533,9783.898809961478
534,9813.508926902166
535,9843.004055712378
536,9872.38197895961
537,9901.641038795877
538,9930.780289723993
539,9959.80005562585
540,9988.701118699864
541,10017.48399147419
542,10046.148930270254
543,10074.69565031587
544,10103.12309256041
545,10131.429571164617
546,10159.612652196962
547,10187.669031264093
548,10215.594965448812
549,10243.386868340243
550,10271.041353386556
551,10298.55520206694
552,10325.925990421685
553,10353.152709153184
554,10380.235743324054
555,10407.176779014268
556,10433.97889589196
557,10460.646339533072
558,10487.184439545405
559,10513.59969781986
560,10539.89913804791
561,10566.089396190231
562,10592.176938598424
563,10618.168597437674
564,10644.07122146578
565,10669.891621041137
566,10695.63611176182
567,10721.309208822553
568,10746.913403788842
569,10772.44903804732
570,10797.914175708556
571,10823.305405296744
572,10848.617961819407
573,10873.845803780312
